jpntop_969;vga_games_json6245;TRUE
jpntop_160;vga_games_json877;TRUE
jpntop_428;vga_games_json2617;TRUE
jpntop_341;vga_games_json2752;TRUE
jpntop_263;vga_games_json1185;TRUE
jpntop_857;vga_games_json5921;TRUE
jpntop_306;vga_games_json677;TRUE
jpntop_34;vga_games_json2796;TRUE
jpntop_87;vga_games_json33;TRUE
jpntop_308;vga_games_json1910;TRUE
jpntop_302;vga_games_json508;TRUE
jpntop_157;vga_games_json19;TRUE
jpntop_430;vga_games_json336;TRUE
jpntop_542;vga_games_json3090;TRUE
jpntop_357;vga_games_json944;TRUE
jpntop_701;vga_games_json5961;TRUE
jpntop_564;vga_games_json5851;TRUE
jpntop_551;vga_games_json1120;TRUE
jpntop_306;vga_games_json677;TRUE
jpntop_309;vga_games_json2416;TRUE
jpntop_983;vga_games_json5275;TRUE
jpntop_975;vga_games_json5462;TRUE
jpntop_619;vga_games_json3634;TRUE
jpntop_344;vga_games_json3505;TRUE
jpntop_751;vga_games_json6031;TRUE
jpntop_382;vga_games_json2207;TRUE
jpntop_615;vga_games_json3946;TRUE
jpntop_796;vga_games_json5889;TRUE
jpntop_293;vga_games_json2494;TRUE
jpntop_56;vga_games_json169;TRUE
jpntop_551;vga_games_json1120;TRUE
jpntop_12;vga_games_json61;TRUE
jpntop_732;vga_games_json5671;FALSE
jpntop_838;vga_games_json6541;FALSE
jpntop_720;vga_games_json7445;FALSE
jpntop_629;vga_games_json3653;FALSE
jpntop_369;vga_games_json8733;FALSE
jpntop_980;vga_games_json3131;FALSE
jpntop_845;vga_games_json20;FALSE
jpntop_576;vga_games_json3143;FALSE
jpntop_782;vga_games_json937;FALSE
jpntop_252;vga_games_json3119;FALSE
jpntop_836;vga_games_json5458;FALSE
jpntop_217;vga_games_json815;FALSE
jpntop_506;vga_games_json7116;FALSE
jpntop_584;vga_games_json9660;FALSE
jpntop_837;vga_games_json4703;FALSE
jpntop_58;vga_games_json3815;FALSE
jpntop_193;vga_games_json7185;FALSE
jpntop_726;vga_games_json4854;FALSE
jpntop_759;vga_games_json4379;FALSE
jpntop_793;vga_games_json9856;FALSE
jpntop_911;vga_games_json6258;FALSE
jpntop_571;vga_games_json2632;FALSE
jpntop_488;vga_games_json444;FALSE
jpntop_96;vga_games_json1449;FALSE
jpntop_733;vga_games_json290;FALSE
jpntop_890;vga_games_json6583;FALSE
jpntop_577;vga_games_json9649;FALSE
jpntop_233;vga_games_json6155;FALSE
jpntop_192;vga_games_json10302;FALSE
jpntop_928;vga_games_json2459;FALSE
jpntop_619;vga_games_json9731;FALSE
jpntop_832;vga_games_json7682;FALSE
jpntop_773;vga_games_json2728;FALSE
jpntop_420;vga_games_json1816;FALSE
jpntop_499;vga_games_json6074;FALSE
jpntop_22;vga_games_json5515;FALSE
jpntop_86;vga_games_json174;FALSE
jpntop_473;vga_games_json3521;FALSE